2026-02-03 19:15:55.095 | INFO     | <module>                  | ================================================================================
2026-02-03 19:15:55.095 | INFO     | <module>                  | GONDOLA DEBUG LOGGING INITIALIZED
2026-02-03 19:15:55.096 | INFO     | <module>                  | Log file: /home/anonymous/gemini-workspace/sandbox1/gondola_v2.1/venice-web-ui/logs/gondola_debug_20260203_191555.log
2026-02-03 19:15:55.096 | INFO     | <module>                  | ================================================================================
2026-02-03 19:15:55.217 | INFO     | load_saved_workspace      | Restored workspace from config: /home/anonymous/gemini-workspace/sandbox1/gondola_v2.1
2026-02-03 19:15:55.217 | INFO     | initialize                | ============================================================
2026-02-03 19:15:55.217 | INFO     | initialize                | INITIALIZING GONDOLA SERVER
2026-02-03 19:15:55.217 | INFO     | initialize                | ============================================================
2026-02-03 19:15:55.217 | DEBUG    | initialize                | Workspace directory: /home/anonymous/gemini-workspace/sandbox1/gondola_v2.1
2026-02-03 19:15:55.217 | DEBUG    | initialize                | Workspace initialized
2026-02-03 19:15:55.218 | DEBUG    | initialize                | Memory initialized, root: /home/anonymous/gemini-workspace/sandbox1/gondola_v2.1
2026-02-03 19:15:55.218 | DEBUG    | initialize                | Tools initialized
2026-02-03 19:15:55.218 | INFO     | initialize                | Building project index...
2026-02-03 19:15:55.305 | INFO     | initialize                | Project index built: 398 files in 0.09s
2026-02-03 19:15:55.305 | DEBUG    | initialize                | Agent state tracker initialized
2026-02-03 19:15:55.306 | INFO     | initialize                | API key found (length: 59, prefix: VENICE-A...)
2026-02-03 19:15:56.020 | INFO     | initialize                | OpenAI client initialized with 120s timeout
2026-02-03 19:15:56.020 | DEBUG    | initialize                | Memory context added (4837 chars)
2026-02-03 19:15:56.021 | INFO     | initialize                | System prompt initialized (7988 chars)
2026-02-03 19:15:56.021 | INFO     | initialize                | INITIALIZATION COMPLETE
2026-02-03 19:15:56.028 | INFO     | <module>                  | ======================================================================
2026-02-03 19:15:56.028 | INFO     | <module>                  | STARTING GONDOLA SERVER
2026-02-03 19:15:56.028 | INFO     | <module>                  | Port: 5040
2026-02-03 19:15:56.028 | INFO     | <module>                  | Log file: /home/anonymous/gemini-workspace/sandbox1/gondola_v2.1/venice-web-ui/logs/gondola_debug_20260203_191555.log
2026-02-03 19:15:56.028 | INFO     | <module>                  | ======================================================================
2026-02-03 19:16:13.940 | INFO     | chat                      | ======================================================================
2026-02-03 19:16:13.941 | INFO     | chat                      | [1d221376] NEW CHAT REQUEST
2026-02-03 19:16:13.941 | INFO     | chat                      | ======================================================================
2026-02-03 19:16:13.942 | INFO     | chat                      | [1d221376] Model: qwen3-235b-a22b-instruct-2507
2026-02-03 19:16:13.943 | INFO     | chat                      | [1d221376] Message length: 5 chars
2026-02-03 19:16:13.943 | INFO     | chat                      | [1d221376] Has image: False
2026-02-03 19:16:13.943 | DEBUG    | chat                      | [1d221376] User message preview: clear...
2026-02-03 19:16:13.943 | INFO     | chat                      | [1d221376] Clear command received - reinitializing
2026-02-03 19:16:13.943 | INFO     | initialize                | ============================================================
2026-02-03 19:16:13.943 | INFO     | initialize                | INITIALIZING GONDOLA SERVER
2026-02-03 19:16:13.943 | INFO     | initialize                | ============================================================
2026-02-03 19:16:13.943 | DEBUG    | initialize                | Workspace directory: /home/anonymous/gemini-workspace/sandbox1/gondola_v2.1
2026-02-03 19:16:13.944 | DEBUG    | initialize                | Workspace initialized
2026-02-03 19:16:13.944 | DEBUG    | initialize                | Memory initialized, root: /home/anonymous/gemini-workspace/sandbox1/gondola_v2.1
2026-02-03 19:16:13.944 | DEBUG    | initialize                | Tools initialized
2026-02-03 19:16:13.944 | INFO     | initialize                | Building project index...
2026-02-03 19:16:14.038 | INFO     | initialize                | Project index built: 398 files in 0.09s
2026-02-03 19:16:14.038 | DEBUG    | initialize                | Agent state tracker initialized
2026-02-03 19:16:14.038 | INFO     | initialize                | API key found (length: 59, prefix: VENICE-A...)
2026-02-03 19:16:14.082 | INFO     | initialize                | OpenAI client initialized with 120s timeout
2026-02-03 19:16:14.082 | DEBUG    | initialize                | Memory context added (4837 chars)
2026-02-03 19:16:14.082 | INFO     | initialize                | System prompt initialized (7988 chars)
2026-02-03 19:16:14.082 | INFO     | initialize                | INITIALIZATION COMPLETE
2026-02-03 19:16:27.146 | INFO     | chat                      | ======================================================================
2026-02-03 19:16:27.147 | INFO     | chat                      | [e165f0ed] NEW CHAT REQUEST
2026-02-03 19:16:27.147 | INFO     | chat                      | ======================================================================
2026-02-03 19:16:27.147 | INFO     | chat                      | [e165f0ed] Model: claude-sonnet-45
2026-02-03 19:16:27.147 | INFO     | chat                      | [e165f0ed] Message length: 81 chars
2026-02-03 19:16:27.147 | INFO     | chat                      | [e165f0ed] Has image: False
2026-02-03 19:16:27.147 | DEBUG    | chat                      | [e165f0ed] User message preview: Read the latest changes and update the README.md to reflect the new architecture....
2026-02-03 19:16:27.148 | INFO     | chat                      | [e165f0ed] Total messages in context: 2
2026-02-03 19:16:27.148 | INFO     | run_llm_and_tools         | [e165f0ed] Model config loaded:
2026-02-03 19:16:27.148 | INFO     | run_llm_and_tools         | [e165f0ed]   max_agent_turns: 40
2026-02-03 19:16:27.148 | INFO     | run_llm_and_tools         | [e165f0ed]   checkpoint_turns: []
2026-02-03 19:16:27.148 | INFO     | run_llm_and_tools         | [e165f0ed]   needs_explicit_stop: False
2026-02-03 19:16:27.148 | INFO     | run_llm_and_tools         | [e165f0ed]   native_function_calling: True
2026-02-03 19:16:27.161 | INFO     | run_llm_and_tools         | [e165f0ed] Project context loaded: 4963 chars
2026-02-03 19:16:27.161 | INFO     | run_llm_and_tools         | [e165f0ed] --- AGENT TURN 1 ---
2026-02-03 19:16:27.161 | DEBUG    | run_llm_and_tools         | [e165f0ed] Context managed: 2 -> 2 messages
2026-02-03 19:16:27.161 | DEBUG    | run_llm_and_tools         | [e165f0ed] Dynamic system prompt updated (8102 chars)
2026-02-03 19:16:27.162 | INFO     | run_llm_and_tools         | [e165f0ed] ╔══════════════════════════════════════════════════════════
2026-02-03 19:16:27.162 | INFO     | run_llm_and_tools         | [e165f0ed] ║ API REQUEST TO VENICE
2026-02-03 19:16:27.162 | INFO     | run_llm_and_tools         | [e165f0ed] ╠══════════════════════════════════════════════════════════
2026-02-03 19:16:27.162 | INFO     | run_llm_and_tools         | [e165f0ed] ║ Model:          claude-sonnet-45
2026-02-03 19:16:27.162 | INFO     | run_llm_and_tools         | [e165f0ed] ║ Max Tokens:     32000
2026-02-03 19:16:27.162 | INFO     | run_llm_and_tools         | [e165f0ed] ║ Stream Timeout: 180s
2026-02-03 19:16:27.162 | INFO     | run_llm_and_tools         | [e165f0ed] ║ Context Limit:  203000
2026-02-03 19:16:27.162 | INFO     | run_llm_and_tools         | [e165f0ed] ║ Pricing:        unknown
2026-02-03 19:16:27.162 | INFO     | run_llm_and_tools         | [e165f0ed] ║ Messages:       2
2026-02-03 19:16:27.162 | INFO     | run_llm_and_tools         | [e165f0ed] ║ HTTP Timeout:   240.0s (connect), 180s (read)
2026-02-03 19:16:27.162 | INFO     | run_llm_and_tools         | [e165f0ed] ╚══════════════════════════════════════════════════════════
2026-02-03 19:16:27.163 | DEBUG    | run_llm_and_tools         | [e165f0ed] Estimated payload size: 8452 bytes
2026-02-03 19:16:27.163 | INFO     | run_llm_and_tools         | [e165f0ed] >>> Initiating API call at 2026-02-03T19:16:27.163179
2026-02-03 19:16:29.799 | INFO     | run_llm_and_tools         | [e165f0ed] <<< Connection established in 2.636s
2026-02-03 19:16:29.799 | INFO     | run_llm_and_tools         | [e165f0ed] Response status: 200
2026-02-03 19:16:29.799 | DEBUG    | run_llm_and_tools         | [e165f0ed] --- RESPONSE HEADERS ---
2026-02-03 19:16:29.799 | DEBUG    | run_llm_and_tools         | [e165f0ed]   date: Wed, 04 Feb 2026 00:16:29 GMT
2026-02-03 19:16:29.799 | DEBUG    | run_llm_and_tools         | [e165f0ed]   content-type: text/event-stream; charset=utf-8
2026-02-03 19:16:29.799 | DEBUG    | run_llm_and_tools         | [e165f0ed]   transfer-encoding: chunked
2026-02-03 19:16:29.799 | DEBUG    | run_llm_and_tools         | [e165f0ed]   connection: keep-alive
2026-02-03 19:16:29.799 | DEBUG    | run_llm_and_tools         | [e165f0ed]   content-security-policy: default-src 'none'; frame-ancestors *; upgrade-insecure-requests
2026-02-03 19:16:29.799 | DEBUG    | run_llm_and_tools         | [e165f0ed]   access-control-allow-origin: *
2026-02-03 19:16:29.799 | DEBUG    | run_llm_and_tools         | [e165f0ed]   access-control-allow-credentials: true
2026-02-03 19:16:29.799 | DEBUG    | run_llm_and_tools         | [e165f0ed]   access-control-expose-headers: *
2026-02-03 19:16:29.799 | DEBUG    | run_llm_and_tools         | [e165f0ed]   cache-control: no-cache
2026-02-03 19:16:29.799 | DEBUG    | run_llm_and_tools         | [e165f0ed]   cdn-cache-control: no-store
2026-02-03 19:16:29.800 | DEBUG    | run_llm_and_tools         | [e165f0ed]   x-venice-version: outerface-api-server-us-east1-01412-pd7
2026-02-03 19:16:29.800 | DEBUG    | run_llm_and_tools         | [e165f0ed]   x-venice-balance-usd: 20.23781393
2026-02-03 19:16:29.800 | DEBUG    | run_llm_and_tools         | [e165f0ed]   x-ratelimit-limit-requests: 1000
2026-02-03 19:16:29.800 | DEBUG    | run_llm_and_tools         | [e165f0ed]   x-ratelimit-remaining-requests: 999
2026-02-03 19:16:29.800 | DEBUG    | run_llm_and_tools         | [e165f0ed]   x-ratelimit-reset-requests: 1770164248739
2026-02-03 19:16:29.800 | DEBUG    | run_llm_and_tools         | [e165f0ed]   vary: Accept-Encoding
2026-02-03 19:16:29.800 | DEBUG    | run_llm_and_tools         | [e165f0ed]   x-frame-options: SAMEORIGIN
2026-02-03 19:16:29.800 | DEBUG    | run_llm_and_tools         | [e165f0ed]   server: cloudflare
2026-02-03 19:16:29.800 | DEBUG    | run_llm_and_tools         | [e165f0ed]   cf-cache-status: DYNAMIC
2026-02-03 19:16:29.800 | DEBUG    | run_llm_and_tools         | [e165f0ed]   permissions-policy: geolocation=(), camera=()
2026-02-03 19:16:29.800 | DEBUG    | run_llm_and_tools         | [e165f0ed]   strict-transport-security: max-age=31536000; includeSubDomains; preload
2026-02-03 19:16:29.800 | DEBUG    | run_llm_and_tools         | [e165f0ed]   x-content-type-options: nosniff
2026-02-03 19:16:29.800 | DEBUG    | run_llm_and_tools         | [e165f0ed]   referrer-policy: strict-origin
2026-02-03 19:16:29.800 | DEBUG    | run_llm_and_tools         | [e165f0ed]   content-encoding: gzip
2026-02-03 19:16:29.800 | DEBUG    | run_llm_and_tools         | [e165f0ed]   cf-ray: 9c85faba9eff8f78-BOS
2026-02-03 19:16:29.801 | DEBUG    | run_llm_and_tools         | [e165f0ed] Content-Type: text/event-stream; charset=utf-8
2026-02-03 19:16:29.801 | INFO     | run_llm_and_tools         | [e165f0ed] Starting SSE stream processing...
2026-02-03 19:16:29.801 | INFO     | run_llm_and_tools         | [e165f0ed] ⚡ FIRST CHUNK received! Time-to-first-token: 2.638s
2026-02-03 19:16:32.006 | DEBUG    | run_llm_and_tools         | [e165f0ed] New tool call detected at index 0
2026-02-03 19:16:32.421 | DEBUG    | run_llm_and_tools         | [e165f0ed] New tool call detected at index 1
2026-02-03 19:16:33.304 | DEBUG    | run_llm_and_tools         | [e165f0ed] Chunk #50 | Elapsed: 3.5s | Content chars: 135
2026-02-03 19:16:33.311 | DEBUG    | run_llm_and_tools         | [e165f0ed] New tool call detected at index 2
2026-02-03 19:16:33.893 | INFO     | run_llm_and_tools         | [e165f0ed] ✓ Stream completed
2026-02-03 19:16:33.893 | INFO     | run_llm_and_tools         | [e165f0ed]   Total chunks: 64
2026-02-03 19:16:33.893 | INFO     | run_llm_and_tools         | [e165f0ed]   Total content chars: 135
2026-02-03 19:16:33.893 | INFO     | run_llm_and_tools         | [e165f0ed]   Stream duration: 4.09s
2026-02-03 19:16:33.893 | INFO     | run_llm_and_tools         | [e165f0ed]   Tool calls detected: 3
2026-02-03 19:16:33.893 | INFO     | run_llm_and_tools         | [e165f0ed]     [0] read_file (args: 25 chars)
2026-02-03 19:16:33.893 | INFO     | run_llm_and_tools         | [e165f0ed]     [1] list_files (args: 51 chars)
2026-02-03 19:16:33.893 | INFO     | run_llm_and_tools         | [e165f0ed]     [2] read_file (args: 37 chars)
2026-02-03 19:16:33.893 | INFO     | run_llm_and_tools         | [e165f0ed] Executing 3 tool call(s)
2026-02-03 19:16:33.893 | INFO     | run_llm_and_tools         | [e165f0ed] ┌─ TOOL: read_file
2026-02-03 19:16:33.893 | INFO     | run_llm_and_tools         | [e165f0ed] │  ID: toolu_013TVeZGxg1Sjuu1fed9bxnE
2026-02-03 19:16:33.893 | DEBUG    | run_llm_and_tools         | [e165f0ed] │  Args: {"filename": "README.md"}
2026-02-03 19:16:33.894 | DEBUG    | execute_tool              | Tool 'read_file' - parsed arguments from function object
2026-02-03 19:16:33.894 | INFO     | execute_tool              | execute_tool: read_file
2026-02-03 19:16:33.894 | DEBUG    | execute_tool              | Tool args: {"filename": "README.md"}
2026-02-03 19:16:33.896 | INFO     | execute_tool              | Tool 'read_file' completed in 0.002s (success=True)
2026-02-03 19:16:33.897 | INFO     | run_llm_and_tools         | [e165f0ed] │  Duration: 0.00s
