2026-01-25 19:34:26.507 | INFO     | <module>                  | ================================================================================
2026-01-25 19:34:26.507 | INFO     | <module>                  | GONDOLA DEBUG LOGGING INITIALIZED
2026-01-25 19:34:26.507 | INFO     | <module>                  | Log file: /home/anonymous/gemini-workspace/gondola_v2.0/venice-web-ui/logs/gondola_debug_20260125_193426.log
2026-01-25 19:34:26.508 | INFO     | <module>                  | ================================================================================
2026-01-25 19:34:26.522 | INFO     | load_saved_workspace      | Restored workspace from config: /home/anonymous/gemini-workspace/lagoon_v1 (Copy)
2026-01-25 19:34:26.522 | INFO     | initialize                | ============================================================
2026-01-25 19:34:26.522 | INFO     | initialize                | INITIALIZING GONDOLA SERVER
2026-01-25 19:34:26.522 | INFO     | initialize                | ============================================================
2026-01-25 19:34:26.523 | DEBUG    | initialize                | Workspace directory: /home/anonymous/gemini-workspace/lagoon_v1 (Copy)
2026-01-25 19:34:26.523 | DEBUG    | initialize                | Workspace initialized
2026-01-25 19:34:26.523 | DEBUG    | initialize                | Memory initialized, root: /home/anonymous/gemini-workspace/lagoon_v1 (Copy)
2026-01-25 19:34:26.523 | DEBUG    | initialize                | Tools initialized
2026-01-25 19:34:26.523 | INFO     | initialize                | Building project index...
2026-01-25 19:34:26.524 | INFO     | initialize                | Project index built: 44 files in 0.00s
2026-01-25 19:34:26.524 | DEBUG    | initialize                | Agent state tracker initialized
2026-01-25 19:34:26.524 | INFO     | initialize                | API key found (length: 59, prefix: VENICE-A...)
2026-01-25 19:34:27.350 | INFO     | initialize                | OpenAI client initialized with 120s timeout
2026-01-25 19:34:27.350 | INFO     | initialize                | System prompt initialized (2035 chars)
2026-01-25 19:34:27.350 | INFO     | initialize                | INITIALIZATION COMPLETE
2026-01-25 19:34:27.358 | INFO     | <module>                  | ======================================================================
2026-01-25 19:34:27.358 | INFO     | <module>                  | STARTING GONDOLA SERVER
2026-01-25 19:34:27.358 | INFO     | <module>                  | Port: 5010
2026-01-25 19:34:27.358 | INFO     | <module>                  | Log file: /home/anonymous/gemini-workspace/gondola_v2.0/venice-web-ui/logs/gondola_debug_20260125_193426.log
2026-01-25 19:34:27.358 | INFO     | <module>                  | ======================================================================
2026-01-25 19:34:46.262 | INFO     | save_workspace            | Saved workspace to config: /home/anonymous/gemini-workspace/lagoon_v1
2026-01-25 19:34:46.262 | INFO     | initialize                | ============================================================
2026-01-25 19:34:46.262 | INFO     | initialize                | INITIALIZING GONDOLA SERVER
2026-01-25 19:34:46.262 | INFO     | initialize                | ============================================================
2026-01-25 19:34:46.262 | DEBUG    | initialize                | Workspace directory: /home/anonymous/gemini-workspace/lagoon_v1
2026-01-25 19:34:46.263 | DEBUG    | initialize                | Workspace initialized
2026-01-25 19:34:46.263 | DEBUG    | initialize                | Memory initialized, root: /home/anonymous/gemini-workspace/lagoon_v1
2026-01-25 19:34:46.263 | DEBUG    | initialize                | Tools initialized
2026-01-25 19:34:46.263 | INFO     | initialize                | Building project index...
2026-01-25 19:34:46.315 | INFO     | initialize                | Project index built: 93 files in 0.05s
2026-01-25 19:34:46.316 | DEBUG    | initialize                | Agent state tracker initialized
2026-01-25 19:34:46.316 | INFO     | initialize                | API key found (length: 59, prefix: VENICE-A...)
2026-01-25 19:34:46.360 | INFO     | initialize                | OpenAI client initialized with 120s timeout
2026-01-25 19:34:46.360 | INFO     | initialize                | System prompt initialized (2035 chars)
2026-01-25 19:34:46.361 | INFO     | initialize                | INITIALIZATION COMPLETE
2026-01-25 19:34:52.012 | INFO     | chat                      | ======================================================================
2026-01-25 19:34:52.012 | INFO     | chat                      | [1af99159] NEW CHAT REQUEST
2026-01-25 19:34:52.012 | INFO     | chat                      | ======================================================================
2026-01-25 19:34:52.012 | INFO     | chat                      | [1af99159] Model: openai-gpt-52-codex
2026-01-25 19:34:52.012 | INFO     | chat                      | [1af99159] Message length: 118 chars
2026-01-25 19:34:52.012 | INFO     | chat                      | [1af99159] Has image: False
2026-01-25 19:34:52.012 | DEBUG    | chat                      | [1af99159] User message preview: Analyze the files in the current workspace and generate a bulleted summary of the project's features and architecture....
2026-01-25 19:34:52.013 | INFO     | chat                      | [1af99159] Total messages in context: 2
2026-01-25 19:34:52.013 | INFO     | run_llm_and_tools         | [1af99159] Model config loaded:
2026-01-25 19:34:52.013 | INFO     | run_llm_and_tools         | [1af99159]   max_agent_turns: 50
2026-01-25 19:34:52.013 | INFO     | run_llm_and_tools         | [1af99159]   checkpoint_turns: []
2026-01-25 19:34:52.013 | INFO     | run_llm_and_tools         | [1af99159]   needs_explicit_stop: False
2026-01-25 19:34:52.013 | INFO     | run_llm_and_tools         | [1af99159]   native_function_calling: True
2026-01-25 19:34:52.017 | INFO     | run_llm_and_tools         | [1af99159] Project context loaded: 3984 chars
2026-01-25 19:34:52.017 | INFO     | run_llm_and_tools         | [1af99159] --- AGENT TURN 1 ---
2026-01-25 19:34:52.017 | DEBUG    | run_llm_and_tools         | [1af99159] Context managed: 2 -> 2 messages
2026-01-25 19:34:52.018 | DEBUG    | run_llm_and_tools         | [1af99159] Dynamic system prompt updated (6044 chars)
2026-01-25 19:34:52.018 | INFO     | run_llm_and_tools         | [1af99159] ╔══════════════════════════════════════════════════════════
2026-01-25 19:34:52.018 | INFO     | run_llm_and_tools         | [1af99159] ║ API REQUEST TO VENICE
2026-01-25 19:34:52.018 | INFO     | run_llm_and_tools         | [1af99159] ╠══════════════════════════════════════════════════════════
2026-01-25 19:34:52.018 | INFO     | run_llm_and_tools         | [1af99159] ║ Model:          openai-gpt-52-codex
2026-01-25 19:34:52.018 | INFO     | run_llm_and_tools         | [1af99159] ║ Max Tokens:     20000
2026-01-25 19:34:52.019 | INFO     | run_llm_and_tools         | [1af99159] ║ Stream Timeout: 60s
2026-01-25 19:34:52.019 | INFO     | run_llm_and_tools         | [1af99159] ║ Context Limit:  262000
2026-01-25 19:34:52.019 | INFO     | run_llm_and_tools         | [1af99159] ║ Pricing:        unknown
2026-01-25 19:34:52.019 | INFO     | run_llm_and_tools         | [1af99159] ║ Messages:       2
2026-01-25 19:34:52.019 | INFO     | run_llm_and_tools         | [1af99159] ║ HTTP Timeout:   120.0s (connect), 60s (read)
2026-01-25 19:34:52.019 | INFO     | run_llm_and_tools         | [1af99159] ╚══════════════════════════════════════════════════════════
2026-01-25 19:34:52.019 | DEBUG    | run_llm_and_tools         | [1af99159] Estimated payload size: 6400 bytes
2026-01-25 19:34:52.019 | INFO     | run_llm_and_tools         | [1af99159] >>> Initiating API call at 2026-01-25T19:34:52.019613
2026-01-25 19:34:54.362 | INFO     | run_llm_and_tools         | [1af99159] <<< Connection established in 2.343s
2026-01-25 19:34:54.362 | INFO     | run_llm_and_tools         | [1af99159] Response status: 200
2026-01-25 19:34:54.362 | DEBUG    | run_llm_and_tools         | [1af99159] --- RESPONSE HEADERS ---
2026-01-25 19:34:54.362 | DEBUG    | run_llm_and_tools         | [1af99159]   date: Mon, 26 Jan 2026 00:34:53 GMT
